1,-2.0517,0
2,0.31039,0
3,2.3837,0
4,3.7718,0
5,2.4882,0
6,0.27778,0
7,0.12638,0
8,-0.29022,0
9,1.3799,0
10,0.1371,0
11,0.44722,0
12,-2.0517,0
13,-1.2521,0
14,-1.5952,0
15,-0.4208,0
16,0.21031,0
17,0.92076,0
18,-0.16185,0
19,-1.0119,0
20,0.24231,0
21,0.47185,0
22,-0.83819,0
23,0.64646,0
24,3.2201,0
25,-0.89713,0
26,0.6606,0
27,0.12017,0
28,0.47058,0
29,0.56523,0
30,-0.59044,0
31,-0.13572,0
32,0.29717,0
33,0.38173,0
34,-1.6234,0
35,-1.071,0
36,-0.39136,0
37,-1.2685,0
38,0.40474,0
39,-0.25774,0
40,-1.1588,0
41,0.25392,0
42,-0.16281,0
43,-0.45723,0
44,0.88788,0
45,0.64508,0
46,-0.0010993,0
47,1.6747,0
48,1.6082,0
49,-0.070304,0
50,-0.40591,0
51,1.8028,0
52,-0.98394,0
53,0.24758,0
54,0.23476,0
55,-0.63914,0
56,-0.014548,0
57,2.149,0
58,0.18068,0
59,-0.1622,0
60,-2.0517,0
61,-1.2085,0
62,-0.6386,0
63,-0.28797,0
64,-0.69265,0
65,-1.4377,0
66,-0.14003,0
67,-1.428,0
68,0.32522,0
69,2.0493,0
70,1.232,0
71,0.56183,0
72,-1.0182,0
73,0.19327,0
74,-0.14135,0
75,-0.53175,0
76,-0.44327,0
77,0.23335,0
78,-0.72971,0
79,-0.12641,0
80,0.31192,0
81,1.7486,0
82,-0.22372,0
83,-0.07216,0
84,0.11391,0
85,-0.42248,0
86,-0.57424,0
87,-0.97517,0
88,-0.15371,0
89,1.9037,0
90,-0.49799,0
91,0.6885,0
92,-0.5248,0
93,0.42715,0
94,0.13903,0
95,0.81837,0
96,-0.088393,0
97,0.46984,0
98,2.3889,0
99,0.88018,0
100,0.26512,0
101,-0.79935,0
102,1.5167,0
103,0.75115,0
104,-0.65555,0
105,-1.0476,0
106,-0.13462,0
107,-1.0153,0
108,-2.0517,0
109,-1.3321,0
110,-0.83383,0
111,-1.6243,0
112,-0.95939,0
113,-0.7339,0
114,-2.0517,0
115,-0.59146,0
116,-0.61602,0
117,0.033829,0
118,0.072997,0
119,0.9085,0
120,-0.077628,0
121,-0.24824,0
122,-0.24162,0
123,0.31524,0
124,1.6966,0
125,0.38804,0
126,0.57868,0
127,-0.8021,0
128,-0.28163,0
129,-0.10966,0
130,0.97856,0
131,-0.26421,0
132,-2.0517,0
133,-2.0517,0
134,-2.0517,0
135,-1.3465,0
136,-0.63065,0
137,-0.033808,0
138,0.99921,0
139,-0.29103,0
140,-0.83651,0
141,-0.015296,0
142,-0.31278,0
143,0.024865,0
144,-0.89397,0
145,-0.35953,0
146,-0.28165,0
147,-1.3495,0
148,-0.30905,0
149,-0.18674,0
150,-1.3082,0
151,-1.4965,0
152,-0.39763,0
153,-0.15012,0
154,-1.3658,0
155,-0.73138,0
156,0.50241,0
157,-1.624,0
158,-0.033808,0
159,-2.0517,0
160,-0.78043,0
161,-0.94363,0
162,-0.96653,0
163,-0.96443,0
164,0.52659,0
165,2.4219,0
166,1.0388,0
167,1.6787,0
168,-0.16298,0
169,1.1393,0
170,1.8296,0
171,2.8291,0
172,-0.49393,0
173,-0.19674,0
174,0.068487,0
175,1.1259,0
176,0.70744,0
177,0.61508,0
178,-1.5069,0
179,-0.13325,0
180,1.2143,0
181,-0.97689,0
182,-2.0517,0
183,-1.0009,0
184,0.076413,0
185,-0.46046,0
186,-2.0517,0
187,-0.091713,0
188,1.0651,0
189,-2.0517,0
190,3.0557,0
191,3.1258,0
192,0.44105,0
193,0.60969,0
194,0.55925,0
195,0.46574,0
196,1.7438,0
197,0.095137,0
198,0.41026,0
199,1.7502,0
200,0.86204,0
201,-0.15371,0
202,-0.38837,0
203,-0.60961,0
204,-0.12584,0
205,-1.4109,0
206,-1.4417,0
207,-0.54113,0
208,0.52482,0
209,-0.3381,0
210,-0.23682,0
211,0.49113,0
212,0.98687,0
213,0.54232,0
214,-0.68193,0
215,0.50574,0
216,-0.83472,0
217,0.29763,0
218,-1.0582,0
219,-0.24267,0
220,-1.2941,0
221,0.4416,0
222,0.94898,0
223,1.0655,0
224,3.1951,0
225,-0.85953,0
226,2.6493,0
227,-1.4856,0
228,0.21551,0
229,-1.0762,0
230,0.4924,0
231,-0.088117,0
232,-1.4628,0
233,0.52827,0
234,0.037877,0
235,0.45838,0
236,-0.58934,0
237,1.0994,0
238,2.3644,0
239,-0.12061,0
240,0.87998,0
241,0.65618,0
242,0.91008,0
243,0.75181,0
244,0.50585,0
245,1.2665,0
246,1.0553,0
247,1.3085,0
248,-0.01861,0
249,0.030467,0
250,-1.0197,0
251,-0.74818,0
252,-1.046,0
253,-1.3152,0
254,-1.0067,0
255,-1.0527,0
256,-0.035337,0
257,-0.34443,0
258,0.089454,0
259,-0.30057,0
260,-0.72146,0
261,-0.91571,0
262,-1.0816,0
263,0.35303,0
264,-0.25305,0
265,-1.4856,0
266,0.85865,0
267,-1.2567,0
268,0.62074,0
269,-0.79151,0
270,-0.96386,0
271,-0.80606,0
272,-1.1714,0
273,0.2229,0
274,0.18509,0
275,-1.2514,0
276,-0.21658,0
277,1.6482,0
278,1.2041,0
279,-0.94852,0
280,-1.0238,0
281,-0.090512,0
282,-1.0779,0
283,-1.2567,0
284,-0.80792,0
285,0.77654,0
286,-1.3957,0
287,1.1537,0
